一,one,5
二,two,5
三,three,5
四,four,5
五,five,5
六,six,5
七,seven,5
八,eight,5
九,nine,5
十,ten,5
百,hundred,5
千,thousand,5
万,ten thousand,5
水,water,5
火,fire,5
木,wood,5
天,heaven,5
土,ground,5
北,north,5
東,east,5
西,west,5
南,south,5
左,left,5
右,right,5
日,sun,5
月,moon,5
花,flower,5
魚,fish,5
空,sky,5
山,mountain,5
川,river,5
雨,rain,5
本,book,5
目,eye,5
口,mouth,5
耳,ear,5
手,hand,5
足,foot,5
人,person,5
母,mother,5
父,father,5
女,woman,5
男,man,5
子,child,5
小,small,5
中,middle,5
大,big,5
上,above,5
下,below,5
何,what,5
